,loss,f1_score,val_loss,val_f1_score
0,4.6899189949035645,0.02003626897931099,4.361002445220947,0.003304899437353015
1,4.594293594360352,0.02264069952070713,4.326275825500488,0.0021932877134531736
2,4.570263385772705,0.016802381724119186,4.279068470001221,0.0007272727089002728
3,4.496912002563477,0.018023207783699036,4.281475067138672,0.0011976048117503524
4,4.408183574676514,0.018680240958929062,4.199553489685059,0.00567035423591733
5,4.396329879760742,0.02040208876132965,4.221574783325195,0.0034221461974084377
6,4.378183841705322,0.018055178225040436,4.2113800048828125,0.0009756098152138293
7,4.353943824768066,0.0169126708060503,4.204939842224121,0.0007792208343744278
8,4.319642543792725,0.0206315740942955,4.168102264404297,0.002197342924773693
9,4.27346658706665,0.0172239001840353,4.172957420349121,0.0016700336709618568
10,4.269996643066406,0.02060871757566929,4.144779682159424,0.0023883976973593235
11,4.251792907714844,0.01995677500963211,4.135428428649902,0.0020212766248732805
12,4.209200859069824,0.018007144331932068,4.117749214172363,0.008057571947574615
13,4.198204040527344,0.020990483462810516,4.137722015380859,0.008564241230487823
14,4.172267436981201,0.0232197567820549,4.0967183113098145,0.004560327623039484
15,4.138167858123779,0.029248271137475967,4.016573905944824,0.015447988174855709
16,4.063025951385498,0.02467360533773899,3.923856019973755,0.0054846531711518764
17,3.9897074699401855,0.03325194492936134,3.8626391887664795,0.009664317592978477
18,3.938445806503296,0.03588845580816269,3.7326314449310303,0.009742332622408867
19,3.864051342010498,0.030244596302509308,3.7352027893066406,0.013213361613452435
20,3.8320486545562744,0.036507245153188705,3.6959898471832275,0.019841806963086128
21,3.8076255321502686,0.033595770597457886,3.6489593982696533,0.03108823299407959
22,3.754934549331665,0.04202352464199066,3.5795962810516357,0.032548218965530396
23,3.7284598350524902,0.046112462878227234,3.559737205505371,0.021516652777791023
24,3.685356855392456,0.044650912284851074,3.477862596511841,0.031926605850458145
25,3.6510961055755615,0.05572757124900818,3.4101781845092773,0.04947321116924286
26,3.571227788925171,0.05418901517987251,3.3389475345611572,0.051596663892269135
27,3.517892360687256,0.06789349019527435,3.273895740509033,0.042572930455207825
28,3.432964563369751,0.07724913954734802,3.2514500617980957,0.06776980310678482
29,3.382676839828491,0.08047185093164444,3.1504125595092773,0.08708661794662476
30,3.340543270111084,0.09053251892328262,3.138549327850342,0.08652253448963165
31,3.274419069290161,0.09381113201379776,3.079664468765259,0.10299547016620636
32,3.2438557147979736,0.10414762794971466,3.02085018157959,0.1431291550397873
33,3.1715846061706543,0.12726327776908875,2.940945863723755,0.13495008647441864
34,3.1045472621917725,0.1340986043214798,2.93742036819458,0.1520863026380539
35,3.061659812927246,0.1338188648223877,2.8535587787628174,0.11775483936071396
36,2.9859046936035156,0.15700531005859375,2.865776300430298,0.137639582157135
37,2.954965829849243,0.16629424691200256,2.7566380500793457,0.18084675073623657
38,2.886392831802368,0.17489606142044067,2.801586151123047,0.13678085803985596
39,2.8647377490997314,0.17930567264556885,2.6383862495422363,0.2433994710445404
40,2.8219799995422363,0.1869015097618103,2.5971577167510986,0.21511274576187134
41,2.7777645587921143,0.19633884727954865,2.5771079063415527,0.24455124139785767
42,2.7601916790008545,0.20249435305595398,2.5699799060821533,0.2260974496603012
43,2.7311301231384277,0.21585112810134888,2.5551207065582275,0.24677659571170807
44,2.695765256881714,0.22582687437534332,2.49288272857666,0.2829643785953522
45,2.656789779663086,0.23238223791122437,2.4943790435791016,0.25635164976119995
46,2.615703582763672,0.2360450178384781,2.426424264907837,0.27765387296676636
47,2.545830249786377,0.25924772024154663,2.3933863639831543,0.31409308314323425
48,2.55352783203125,0.24371959269046783,2.3518011569976807,0.33334338665008545
49,2.5200741291046143,0.27631306648254395,2.333885431289673,0.3047298491001129
50,2.499648332595825,0.2780939042568207,2.403658151626587,0.30750611424446106
51,2.460862636566162,0.2853768467903137,2.3563830852508545,0.31064745783805847
52,2.427128314971924,0.28212857246398926,2.336536407470703,0.3379267752170563
53,2.3867950439453125,0.2876025438308716,2.26535701751709,0.33056411147117615
54,2.364602565765381,0.30792462825775146,2.24477481842041,0.3566417396068573
55,2.3304483890533447,0.3101198375225067,2.217419385910034,0.35156548023223877
56,2.323098659515381,0.3244905471801758,2.2491612434387207,0.34666311740875244
57,2.2681329250335693,0.32403573393821716,2.1951231956481934,0.36183837056159973
58,2.2776803970336914,0.3289635479450226,2.096343994140625,0.382610023021698
59,2.20391583442688,0.3445513844490051,2.1352028846740723,0.37957656383514404
60,2.2003097534179688,0.35120800137519836,2.0213875770568848,0.42132851481437683
61,2.16910982131958,0.35265660285949707,2.043020009994507,0.4026959538459778
62,2.138360023498535,0.3754640221595764,2.019313335418701,0.4317636489868164
63,2.1130473613739014,0.3825826942920685,2.0020227432250977,0.4065399467945099
64,2.1007137298583984,0.3668210208415985,1.9557905197143555,0.39528924226760864
65,2.0545859336853027,0.38832101225852966,1.9355474710464478,0.440959095954895
66,2.0307374000549316,0.3901687562465668,1.9627101421356201,0.4289892315864563
67,2.0000627040863037,0.40516117215156555,1.9773874282836914,0.42446663975715637
68,1.988301157951355,0.3964262902736664,1.873425841331482,0.4699193239212036
69,1.957277774810791,0.4207809567451477,1.8705133199691772,0.4573957920074463
70,1.9489399194717407,0.4101108908653259,1.8705298900604248,0.45950987935066223
71,1.896723985671997,0.43595489859580994,1.9927328824996948,0.4181240200996399
72,1.8919378519058228,0.4381026327610016,1.830494999885559,0.4692426323890686
73,1.8740254640579224,0.4392458200454712,1.8412432670593262,0.4445941150188446
74,1.869449496269226,0.4346008002758026,1.8139946460723877,0.4347832500934601
75,1.8403279781341553,0.4569057822227478,1.8412715196609497,0.48930254578590393
76,1.8005903959274292,0.47037848830223083,1.7949299812316895,0.4767025411128998
77,1.7924518585205078,0.4651143550872803,1.7358144521713257,0.5206696391105652
78,1.7663075923919678,0.46287041902542114,1.7593348026275635,0.5099215507507324
79,1.707862377166748,0.4907660186290741,1.7078620195388794,0.4806894063949585
80,1.713897705078125,0.4913569390773773,1.6533408164978027,0.512266218662262
81,1.6794315576553345,0.49540024995803833,1.6468315124511719,0.5335209369659424
82,1.6414369344711304,0.5116940140724182,1.5917414426803589,0.5686013102531433
83,1.6554512977600098,0.5078407526016235,1.7191779613494873,0.5150354504585266
84,1.6401586532592773,0.503868579864502,1.6162375211715698,0.5421109795570374
85,1.5974245071411133,0.5254907011985779,1.5835717916488647,0.5467291474342346
86,1.6253150701522827,0.5003711581230164,1.5417617559432983,0.5743529200553894
87,1.5814875364303589,0.5260394215583801,1.5306957960128784,0.5745057463645935
88,1.5608813762664795,0.5408766269683838,1.4864015579223633,0.5627586841583252
89,1.564207911491394,0.5355440974235535,1.509979486465454,0.6057044863700867
90,1.5726549625396729,0.5232999920845032,1.547812581062317,0.5543042421340942
91,1.5039269924163818,0.5531025528907776,1.4699840545654297,0.5851001739501953
92,1.4906151294708252,0.5440128445625305,1.5197222232818604,0.5648308992385864
93,1.4985089302062988,0.5476225018501282,1.4912887811660767,0.5774645805358887
94,1.4887803792953491,0.5508881211280823,1.5078895092010498,0.578890323638916
95,1.4768857955932617,0.556256115436554,1.4835731983184814,0.5972434878349304
96,1.442751169204712,0.5698591470718384,1.5251749753952026,0.584847092628479
97,1.4537537097930908,0.5516588687896729,1.5170930624008179,0.5838354229927063
98,1.420789122581482,0.5794693827629089,1.5440994501113892,0.5354278683662415
99,1.3867400884628296,0.5852002501487732,1.4731365442276,0.5842368602752686
100,1.3611162900924683,0.5977696180343628,1.4210236072540283,0.6185816526412964
101,1.3768696784973145,0.5881277322769165,1.4145277738571167,0.6098267436027527
102,1.3785735368728638,0.5744523406028748,1.4042208194732666,0.6247051954269409
103,1.3622844219207764,0.5863839983940125,1.4230506420135498,0.5925906896591187
104,1.366295337677002,0.5712188482284546,1.3731248378753662,0.6277745366096497
105,1.3427574634552002,0.591022789478302,1.4103361368179321,0.6071078777313232
106,1.320151448249817,0.6014031767845154,1.4589917659759521,0.5768033862113953
107,1.3281644582748413,0.605099618434906,1.3985843658447266,0.595773458480835
108,1.312585473060608,0.5966997742652893,1.44452702999115,0.5712264776229858
109,1.283056378364563,0.6079961657524109,1.4504064321517944,0.5803560018539429
110,1.2590036392211914,0.6246782541275024,1.3190499544143677,0.6233435273170471
111,1.2886608839035034,0.6152915358543396,1.3821982145309448,0.6051065325737
112,1.2938367128372192,0.6080162525177002,1.3683792352676392,0.6121389269828796
113,1.2778072357177734,0.6081228852272034,1.3573296070098877,0.6339898109436035
114,1.238198161125183,0.6311016082763672,1.3737409114837646,0.6031317710876465
115,1.2456260919570923,0.6220138072967529,1.4212385416030884,0.6082615852355957
